path,total_conversions,total_conversion_value,total_null
Affiliate Marketing > Affiliate Marketing > Snapchat > Content Marketing > Direct,1,557.94,0
Affiliate Marketing > Affiliate Marketing > Snapchat > Influencer Marketing,0,0.0,1
Affiliate Marketing > Affiliate Marketing > Snapchat > Pinterest,0,0.0,1
Affiliate Marketing > Affiliate Marketing > TikTok,0,0.0,4
Affiliate Marketing > Affiliate Marketing > TikTok > Facebook,0,0.0,1
Affiliate Marketing > Affiliate Marketing > TikTok > Influencer Marketing > Pinterest,0,0.0,1
Affiliate Marketing > Affiliate Marketing > YouTube,0,0.0,8
Affiliate Marketing > Affiliate Marketing > YouTube > Direct,0,0.0,1
Affiliate Marketing > Affiliate Marketing > YouTube > Email,0,0.0,1
Affiliate Marketing > Affiliate Marketing > YouTube > Facebook > Instagram > Pinterest,0,0.0,1
Affiliate Marketing > Affiliate Marketing > YouTube > Influencer Marketing > Influencer Marketing > Pinterest,0,0.0,1
Affiliate Marketing > Affiliate Marketing > YouTube > LinkedIn > Affiliate Marketing > YouTube,0,0.0,1
Affiliate Marketing > Affiliate Marketing > YouTube > Online Display > Organic Search,0,0.0,1
Affiliate Marketing > Affiliate Marketing > YouTube > Organic Search,0,0.0,1
Affiliate Marketing > Affiliate Marketing > YouTube > Pinterest,0,0.0,1
Affiliate Marketing > Affiliate Marketing > YouTube > Pinterest > Direct,0,0.0,1
Affiliate Marketing > Affiliate Marketing > YouTube > Pinterest > Influencer Marketing,0,0.0,1
Affiliate Marketing > Bing Paid Search,0,0.0,7
Affiliate Marketing > Bing Paid Search > Bing Paid Search > Facebook > Facebook,1,503.93,0
Affiliate Marketing > Bing Paid Search > Email,1,563.52,1
Affiliate Marketing > Bing Paid Search > Influencer Marketing,1,599.16,0
Affiliate Marketing > Bing Paid Search > Influencer Marketing > Email > Direct,0,0.0,1
Affiliate Marketing > Bing Paid Search > Instagram > Email,0,0.0,1
Affiliate Marketing > Bing Paid Search > LinkedIn > Direct > Email,0,0.0,1
Affiliate Marketing > Bing Paid Search > Pinterest,0,0.0,1
Affiliate Marketing > Bing Paid Search > TikTok > SMS Marketing > YouTube,0,0.0,1
Affiliate Marketing > Content Marketing,3,878.05,24
Affiliate Marketing > Content Marketing > Affiliate Marketing > Influencer Marketing,0,0.0,1
Affiliate Marketing > Content Marketing > Content Marketing > Pinterest,0,0.0,1
Affiliate Marketing > Content Marketing > Direct,0,0.0,2
Affiliate Marketing > Content Marketing > Direct > Email,1,822.75,0
Affiliate Marketing > Content Marketing > Direct > Influencer Marketing > YouTube,0,0.0,1
Affiliate Marketing > Content Marketing > Email,0,0.0,1
Affiliate Marketing > Content Marketing > Email > Email > Online Display,0,0.0,1
Affiliate Marketing > Content Marketing > Email > Facebook,1,268.24,0
Affiliate Marketing > Content Marketing > Email > Pinterest,0,0.0,2
Affiliate Marketing > Content Marketing > Email > YouTube,0,0.0,1
Affiliate Marketing > Content Marketing > Email > YouTube > Affiliate Marketing > Instagram > Google Paid Search > LinkedIn,0,0.0,1
Affiliate Marketing > Content Marketing > Facebook,0,0.0,2
Affiliate Marketing > Content Marketing > Influencer Marketing,0,0.0,1
Affiliate Marketing > Content Marketing > Influencer Marketing > Instagram > LinkedIn > Email,1,344.83,0
Affiliate Marketing > Content Marketing > Influencer Marketing > YouTube,0,0.0,1
Affiliate Marketing > Content Marketing > Instagram,1,21.17,3
Affiliate Marketing > Content Marketing > Online Display > Email > Direct,0,0.0,1
Affiliate Marketing > Content Marketing > Pinterest,1,945.35,2
Affiliate Marketing > Content Marketing > Pinterest > Email,0,0.0,1
Affiliate Marketing > Content Marketing > Pinterest > Pinterest > Pinterest,0,0.0,1
Affiliate Marketing > Content Marketing > Pinterest > YouTube,0,0.0,1
Affiliate Marketing > Content Marketing > Podcast Advertising,0,0.0,1
Affiliate Marketing > Content Marketing > Snapchat > Email,0,0.0,1
Affiliate Marketing > Content Marketing > TikTok > Instagram > Google Paid Search,0,0.0,1
Affiliate Marketing > Direct,9,5169.37,124
Affiliate Marketing > Direct > Affiliate Marketing,1,285.25,9
Affiliate Marketing > Direct > Affiliate Marketing > Affiliate Marketing > Email,0,0.0,1
Affiliate Marketing > Direct > Affiliate Marketing > Direct,0,0.0,1
Affiliate Marketing > Direct > Affiliate Marketing > Email,0,0.0,2
Affiliate Marketing > Direct > Affiliate Marketing > Influencer Marketing,0,0.0,2
Affiliate Marketing > Direct > Affiliate Marketing > Pinterest,0,0.0,1
Affiliate Marketing > Direct > Affiliate Marketing > YouTube,0,0.0,1
Affiliate Marketing > Direct > Affiliate Marketing > YouTube > Email,0,0.0,1
Affiliate Marketing > Direct > Content Marketing > Twitter > YouTube,0,0.0,1
Affiliate Marketing > Direct > Direct,1,668.92,11
Affiliate Marketing > Direct > Direct > Direct > Email,0,0.0,1
Affiliate Marketing > Direct > Direct > Direct > Pinterest,0,0.0,1
Affiliate Marketing > Direct > Direct > Email,0,0.0,2
Affiliate Marketing > Direct > Direct > Email > Direct,0,0.0,1
Affiliate Marketing > Direct > Direct > Google Paid Search > Organic Search,0,0.0,1
Affiliate Marketing > Direct > Direct > Instagram,0,0.0,1
Affiliate Marketing > Direct > Direct > Pinterest,0,0.0,2
Affiliate Marketing > Direct > Direct > Podcast Advertising > YouTube > Email > Pinterest > Email,0,0.0,1
Affiliate Marketing > Direct > Direct > SMS Marketing > Content Marketing > Email,0,0.0,1
Affiliate Marketing > Direct > Email,0,0.0,13
Affiliate Marketing > Direct > Email > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Direct > Email > Direct,0,0.0,1
Affiliate Marketing > Direct > Email > Direct > Facebook > LinkedIn,1,576.06,0
Affiliate Marketing > Direct > Email > Direct > Podcast Advertising > Direct > Organic Search,0,0.0,1
Affiliate Marketing > Direct > Email > Email,0,0.0,1
Affiliate Marketing > Direct > Email > Email > Email,0,0.0,1
Affiliate Marketing > Direct > Email > Email > Online Display,0,0.0,1
Affiliate Marketing > Direct > Email > Email > Pinterest,0,0.0,1
Affiliate Marketing > Direct > Email > Facebook,0,0.0,1
Affiliate Marketing > Direct > Email > Google Paid Search,0,0.0,1
Affiliate Marketing > Direct > Email > Google Paid Search > Direct > Google Paid Search > Organic Search > Influencer Marketing,0,0.0,1
Affiliate Marketing > Direct > Email > Influencer Marketing > Email,0,0.0,1
Affiliate Marketing > Direct > Email > Instagram,0,0.0,1
Affiliate Marketing > Direct > Email > Organic Search,0,0.0,1
Affiliate Marketing > Direct > Email > Pinterest,0,0.0,2
Affiliate Marketing > Direct > Email > Pinterest > Direct,0,0.0,1
Affiliate Marketing > Direct > Email > Pinterest > Email,0,0.0,1
Affiliate Marketing > Direct > Email > Pinterest > Google Paid Search,1,238.53,0
Affiliate Marketing > Direct > Email > Podcast Advertising,0,0.0,1
Affiliate Marketing > Direct > Email > Referral Programs,0,0.0,1
Affiliate Marketing > Direct > Email > TikTok > TikTok > Podcast Advertising,0,0.0,1
Affiliate Marketing > Direct > Email > YouTube,0,0.0,3
Affiliate Marketing > Direct > Email > YouTube > Pinterest,0,0.0,1
Affiliate Marketing > Direct > Facebook,3,1453.02,6
Affiliate Marketing > Direct > Facebook > Affiliate Marketing > Facebook > YouTube,0,0.0,1
Affiliate Marketing > Direct > Facebook > Direct > Affiliate Marketing > Instagram,1,894.33,0
Affiliate Marketing > Direct > Facebook > Direct > Referral Programs,0,0.0,1
Affiliate Marketing > Direct > Facebook > Influencer Marketing > Direct > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Direct > Facebook > Instagram > LinkedIn,1,828.45,0
Affiliate Marketing > Direct > Facebook > Instagram > YouTube,0,0.0,1
Affiliate Marketing > Direct > Facebook > Online Display,0,0.0,1
Affiliate Marketing > Direct > Facebook > Organic Search,0,0.0,1
Affiliate Marketing > Direct > Facebook > Pinterest,1,675.43,1
Affiliate Marketing > Direct > Facebook > Podcast Advertising,0,0.0,1
Affiliate Marketing > Direct > Facebook > TikTok,0,0.0,1
Affiliate Marketing > Direct > Facebook > YouTube,0,0.0,1
Affiliate Marketing > Direct > Google Paid Search,0,0.0,1
Affiliate Marketing > Direct > Google Paid Search > Affiliate Marketing > Pinterest,0,0.0,1
Affiliate Marketing > Direct > Google Paid Search > Email,0,0.0,1
Affiliate Marketing > Direct > Google Paid Search > Email > Instagram > Email,0,0.0,1
Affiliate Marketing > Direct > Google Paid Search > Instagram,0,0.0,1
Affiliate Marketing > Direct > Google Paid Search > Online Display,0,0.0,1
Affiliate Marketing > Direct > Google Paid Search > Pinterest,0,0.0,1
Affiliate Marketing > Direct > Google Paid Search > YouTube,0,0.0,1
Affiliate Marketing > Direct > Influencer Marketing,0,0.0,3
Affiliate Marketing > Direct > Influencer Marketing > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Direct > Influencer Marketing > Content Marketing,0,0.0,1
Affiliate Marketing > Direct > Influencer Marketing > Direct,0,0.0,1
Affiliate Marketing > Direct > Influencer Marketing > Email > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Direct > Influencer Marketing > Facebook > Direct,0,0.0,1
Affiliate Marketing > Direct > Influencer Marketing > Influencer Marketing,0,0.0,1
Affiliate Marketing > Direct > Influencer Marketing > Instagram,0,0.0,1
Affiliate Marketing > Direct > Influencer Marketing > Instagram > Google Paid Search,0,0.0,1
Affiliate Marketing > Direct > Influencer Marketing > Pinterest > Email,0,0.0,1
Affiliate Marketing > Direct > Influencer Marketing > TikTok,0,0.0,1
Affiliate Marketing > Direct > Instagram,1,456.5,7
Affiliate Marketing > Direct > Instagram > Direct,0,0.0,1
Affiliate Marketing > Direct > Instagram > Direct > Google Paid Search,0,0.0,1
Affiliate Marketing > Direct > Instagram > Email > Email > Pinterest,0,0.0,1
Affiliate Marketing > Direct > Instagram > Google Paid Search > Direct,0,0.0,1
Affiliate Marketing > Direct > Instagram > Influencer Marketing,0,0.0,1
Affiliate Marketing > Direct > Instagram > Influencer Marketing > Facebook,0,0.0,1
Affiliate Marketing > Direct > Instagram > Organic Search > Organic Search,1,101.95,0
Affiliate Marketing > Direct > Instagram > Podcast Advertising,1,31.66,1
Affiliate Marketing > Direct > LinkedIn,0,0.0,1
Affiliate Marketing > Direct > LinkedIn > Affiliate Marketing > Instagram,0,0.0,1
Affiliate Marketing > Direct > LinkedIn > LinkedIn > Email,0,0.0,1
Affiliate Marketing > Direct > LinkedIn > Organic Search,1,914.12,0
Affiliate Marketing > Direct > Online Display,1,673.06,1
Affiliate Marketing > Direct > Online Display > Email > YouTube > Direct,0,0.0,1
Affiliate Marketing > Direct > Online Display > Instagram,0,0.0,1
Affiliate Marketing > Direct > Online Display > Pinterest,0,0.0,1
Affiliate Marketing > Direct > Online Display > Referral Programs,0,0.0,1
Affiliate Marketing > Direct > Organic Search,0,0.0,3
Affiliate Marketing > Direct > Organic Search > Influencer Marketing,0,0.0,1
Affiliate Marketing > Direct > Pinterest,0,0.0,13
Affiliate Marketing > Direct > Pinterest > Affiliate Marketing > Google Paid Search > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Direct > Pinterest > Direct,0,0.0,1
Affiliate Marketing > Direct > Pinterest > Direct > Email,0,0.0,1
Affiliate Marketing > Direct > Pinterest > Email,1,561.9,1
Affiliate Marketing > Direct > Pinterest > Email > Online Display,1,321.25,0
Affiliate Marketing > Direct > Pinterest > Email > Referral Programs,0,0.0,1
Affiliate Marketing > Direct > Pinterest > Facebook > Instagram > Influencer Marketing > Google Paid Search,0,0.0,1
Affiliate Marketing > Direct > Pinterest > Google Paid Search > Email,0,0.0,1
Affiliate Marketing > Direct > Pinterest > Influencer Marketing,0,0.0,1
Affiliate Marketing > Direct > Pinterest > Organic Search > Google Paid Search > Affiliate Marketing,1,424.66,0
Affiliate Marketing > Direct > Pinterest > Pinterest,0,0.0,3
Affiliate Marketing > Direct > Pinterest > Pinterest > Affiliate Marketing > Direct,0,0.0,1
Affiliate Marketing > Direct > Pinterest > Pinterest > Snapchat,0,0.0,2
Affiliate Marketing > Direct > Pinterest > Podcast Advertising > YouTube,0,0.0,1
Affiliate Marketing > Direct > Pinterest > Twitter,0,0.0,1
Affiliate Marketing > Direct > Pinterest > YouTube,0,0.0,2
Affiliate Marketing > Direct > Pinterest > YouTube > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Direct > Pinterest > YouTube > Pinterest,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising,0,0.0,6
Affiliate Marketing > Direct > Podcast Advertising > Affiliate Marketing > Influencer Marketing,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising > Direct,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising > Email,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising > Email > Direct,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising > Email > Referral Programs > TikTok,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising > Facebook,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising > Influencer Marketing,1,517.69,0
Affiliate Marketing > Direct > Podcast Advertising > Instagram,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising > Instagram > Email > Podcast Advertising,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising > Online Display > Influencer Marketing > Influencer Marketing > Organic Search > YouTube,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising > Referral Programs,0,0.0,1
Affiliate Marketing > Direct > Podcast Advertising > SMS Marketing > Direct,0,0.0,1
Affiliate Marketing > Direct > Referral Programs,0,0.0,3
Affiliate Marketing > Direct > Referral Programs > Email,0,0.0,1
Affiliate Marketing > Direct > Referral Programs > Pinterest > Direct,0,0.0,1
Affiliate Marketing > Direct > Referral Programs > Pinterest > Email > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Direct > Referral Programs > Pinterest > Email > Email,0,0.0,1
Affiliate Marketing > Direct > SMS Marketing,0,0.0,2
Affiliate Marketing > Direct > SMS Marketing > Pinterest,0,0.0,1
Affiliate Marketing > Direct > Snapchat > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Direct > Snapchat > Online Display,0,0.0,1
Affiliate Marketing > Direct > TikTok,0,0.0,3
Affiliate Marketing > Direct > TikTok > Influencer Marketing > Facebook > Email > Facebook,0,0.0,1
Affiliate Marketing > Direct > Twitter,0,0.0,3
Affiliate Marketing > Direct > YouTube,1,427.93,12
Affiliate Marketing > Direct > YouTube > Direct,0,0.0,1
Affiliate Marketing > Direct > YouTube > Direct > Pinterest,0,0.0,1
Affiliate Marketing > Direct > YouTube > Email,0,0.0,5
Affiliate Marketing > Direct > YouTube > Facebook > Direct > Influencer Marketing > TikTok,0,0.0,1
Affiliate Marketing > Direct > YouTube > Influencer Marketing > Google Paid Search,0,0.0,1
Affiliate Marketing > Direct > YouTube > Pinterest > Referral Programs > Pinterest > Affiliate Marketing > Facebook,0,0.0,1
Affiliate Marketing > Direct > YouTube > Pinterest > YouTube > Facebook > Instagram,0,0.0,1
Affiliate Marketing > Direct > YouTube > SMS Marketing > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Direct > YouTube > TikTok > Direct > YouTube,0,0.0,1
Affiliate Marketing > Direct > YouTube > YouTube,0,0.0,2
Affiliate Marketing > Email,26,11962.12,223
Affiliate Marketing > Email > Affiliate Marketing,1,48.5,8
Affiliate Marketing > Email > Affiliate Marketing > Content Marketing > Organic Search > Email,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Direct > Affiliate Marketing > Podcast Advertising,1,731.01,0
Affiliate Marketing > Email > Affiliate Marketing > Email,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Email > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Email > Organic Search,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Email > Podcast Advertising,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Email > YouTube > Email,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Google Paid Search,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Influencer Marketing,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Instagram,0,0.0,2
Affiliate Marketing > Email > Affiliate Marketing > Instagram > Influencer Marketing,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Instagram > Pinterest,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Online Display,1,802.92,0
Affiliate Marketing > Email > Affiliate Marketing > Online Display > Facebook,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > Pinterest,0,0.0,2
Affiliate Marketing > Email > Affiliate Marketing > Pinterest > Pinterest,1,403.55,0
Affiliate Marketing > Email > Affiliate Marketing > Referral Programs > Facebook,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > YouTube,0,0.0,1
Affiliate Marketing > Email > Affiliate Marketing > YouTube > Online Display,0,0.0,1
Affiliate Marketing > Email > Bing Paid Search,0,0.0,1
Affiliate Marketing > Email > Content Marketing,2,1080.6100000000001,3
Affiliate Marketing > Email > Content Marketing > Affiliate Marketing > Pinterest,0,0.0,1
Affiliate Marketing > Email > Content Marketing > Email > Email > Online Display,0,0.0,1
Affiliate Marketing > Email > Content Marketing > Email > Pinterest > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Email > Direct,2,300.51,15
Affiliate Marketing > Email > Direct > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Email > Direct > Direct,0,0.0,1
Affiliate Marketing > Email > Direct > Direct > Email,0,0.0,1
Affiliate Marketing > Email > Direct > Email,0,0.0,1
Affiliate Marketing > Email > Direct > Email > Email,0,0.0,1
Affiliate Marketing > Email > Direct > Facebook,0,0.0,1
Affiliate Marketing > Email > Direct > Facebook > Email > Organic Search,0,0.0,1
Affiliate Marketing > Email > Direct > Influencer Marketing,0,0.0,1
Affiliate Marketing > Email > Direct > Influencer Marketing > TikTok > Pinterest,0,0.0,1
Affiliate Marketing > Email > Direct > Influencer Marketing > YouTube,0,0.0,1
Affiliate Marketing > Email > Direct > Instagram > Affiliate Marketing,0,0.0,1
Affiliate Marketing > Email > Direct > Instagram > Instagram > YouTube,0,0.0,1
Affiliate Marketing > Email > Direct > Online Display > Direct,0,0.0,1
Affiliate Marketing > Email > Direct > Pinterest > Direct,0,0.0,1
Affiliate Marketing > Email > Direct > Pinterest > Email,0,0.0,1
Affiliate Marketing > Email > Direct > Pinterest > Email > Organic Search,0,0.0,1
Affiliate Marketing > Email > Direct > Pinterest > Influencer Marketing,0,0.0,1
Affiliate Marketing > Email > Direct > Podcast Advertising,0,0.0,1
Affiliate Marketing > Email > Direct > TikTok > Influencer Marketing,0,0.0,1
Affiliate Marketing > Email > Direct > YouTube,0,0.0,1
Affiliate Marketing > Email > Email,1,385.22,23
Affiliate Marketing > Email > Email > Affiliate Marketing,1,491.43,2
Affiliate Marketing > Email > Email > Direct,0,0.0,3
Affiliate Marketing > Email > Email > Email,0,0.0,1
Affiliate Marketing > Email > Email > Email > Direct > Direct > Pinterest,0,0.0,1
Affiliate Marketing > Email > Email > Email > Email,0,0.0,1
Affiliate Marketing > Email > Email > Facebook,1,473.89,2
Affiliate Marketing > Email > Email > Facebook > YouTube,1,390.03,0
Affiliate Marketing > Email > Email > Google Paid Search,0,0.0,1
Affiliate Marketing > Email > Email > Influencer Marketing,0,0.0,1
Affiliate Marketing > Email > Email > Influencer Marketing > Pinterest,0,0.0,1
Affiliate Marketing > Email > Email > Instagram,0,0.0,2
Affiliate Marketing > Email > Email > Instagram > Snapchat,0,0.0,1
Affiliate Marketing > Email > Email > LinkedIn,0,0.0,1
Affiliate Marketing > Email > Email > Organic Search,0,0.0,1
Affiliate Marketing > Email > Email > Pinterest,1,466.0,3
Affiliate Marketing > Email > Email > Pinterest > Instagram > Influencer Marketing,0,0.0,1
Affiliate Marketing > Email > Email > Pinterest > Pinterest > Email,0,0.0,1
Affiliate Marketing > Email > Email > Podcast Advertising,0,0.0,1
Affiliate Marketing > Email > Email > Podcast Advertising > Instagram,0,0.0,1
Affiliate Marketing > Email > Email > Podcast Advertising > Instagram > Direct > Direct,0,0.0,1
Affiliate Marketing > Email > Email > Referral Programs,0,0.0,1
Affiliate Marketing > Email > Email > TikTok,0,0.0,1
Affiliate Marketing > Email > Email > Twitter > Referral Programs,0,0.0,1
Affiliate Marketing > Email > Email > YouTube,0,0.0,1
Affiliate Marketing > Email > Email > YouTube > Facebook,0,0.0,1
Affiliate Marketing > Email > Email > YouTube > Google Paid Search,0,0.0,1
Affiliate Marketing > Email > Email > YouTube > YouTube,0,0.0,1
Affiliate Marketing > Email > Facebook,0,0.0,8
Affiliate Marketing > Email > Facebook > Direct,0,0.0,3
Affiliate Marketing > Email > Facebook > Email,0,0.0,2
Affiliate Marketing > Email > Facebook > Online Display,1,55.6,0
Affiliate Marketing > Email > Facebook > Pinterest > Google Paid Search > Referral Programs,0,0.0,1
Affiliate Marketing > Email > Facebook > Podcast Advertising > Direct,0,0.0,1
Affiliate Marketing > Email > Facebook > YouTube,0,0.0,1
Affiliate Marketing > Email > Facebook > YouTube > Facebook > Instagram > Affiliate Marketing > TikTok,0,0.0,1
Affiliate Marketing > Email > Facebook > YouTube > Instagram > Pinterest,0,0.0,1
Affiliate Marketing > Email > Facebook > YouTube > Pinterest > Instagram,0,0.0,1
Affiliate Marketing > Email > Google Paid Search,0,0.0,8
Affiliate Marketing > Email > Google Paid Search > Email,0,0.0,2
Affiliate Marketing > Email > Google Paid Search > Email > Affiliate Marketing > Podcast Advertising,0,0.0,1
Affiliate Marketing > Email > Google Paid Search > Facebook > YouTube,0,0.0,1
Affiliate Marketing > Email > Google Paid Search > Online Display,0,0.0,1
Affiliate Marketing > Email > Google Paid Search > YouTube > Instagram,0,0.0,1
Affiliate Marketing > Email > Influencer Marketing,5,3409.77,13
